date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:43:32	36333/36333	---M--	200	added ('OK')	image/jpeg	etag:%228ded-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-8.jpg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-8.jpg	(from https://livespot360.com/)
12:43:33	22213/22213	---M--	200	added ('OK')	image/jpeg	etag:%2256c5-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-9.jpg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-9.jpg	(from https://livespot360.com/)
12:43:33	331257/331257	---M--	200	added ('OK')	video/mp4	etag:%2250df9-6191fd64b0476%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-1.mp4	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-1.mp4	(from https://livespot360.com/)
12:43:33	101774/101774	---M--	200	added ('OK')	image/jpeg	etag:%2218d8e-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-home-1.jpeg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-home-1.jpg	(from https://livespot360.com/)
12:43:34	1122419/1122419	---M--	200	added ('OK')	image/png	etag:%22112073-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-home-who-we-are-1.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-home-who-we-are-1.png	(from https://livespot360.com/)
12:43:34	652027/652027	---M--	200	added ('OK')	image/png	etag:%229f2fb-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-who-we-are-3-copy.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-who-we-are-3-copy.png	(from https://livespot360.com/)
12:43:34	8659808/8659808	---M--	200	added ('OK')	video/mp4	etag:%22842360-618547be21ec0%22	https://livespot360.com/wp-content/uploads/2024/01/livespot-home-2.mp4	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/01/livespot-home-2.mp4	(from https://livespot360.com/)
12:43:34	69240/69240	---MCZ	200	added ('OK')	text/html	etag:%22b43718b828cf353bf00c3b03afe5befe%22	https://livespot360.com/nation/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/nation/index.html	(from https://livespot360.com/)
12:43:34	29252/29252	---MCZ	200	added ('OK')	text/html	etag:%22918d7c32b00bcafc6481d87d281a446c%22	https://livespot360.com/connect/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/connect/index.html	(from https://livespot360.com/)
12:43:35	10906/10906	---M--	200	added ('OK')	image/svg+xml	etag:%222a9a-618547b774f00%22	https://livespot360.com/assets/sprites/svgsprites.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/assets/sprites/svgsprites.svg	(from https://livespot360.com/)
12:43:35	3792/3792	---M--	200	added ('OK')	image/svg+xml	etag:%22ed0-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-wef.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-wef.svg	(from https://livespot360.com/)
12:43:35	44470/44470	---MCZ	200	added ('OK')	text/html	etag:%2215bb56940c2da3fd985612a16cf11986%22	https://livespot360.com/states/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/states/index.html	(from https://livespot360.com/)
12:43:35	3057/3057	---M--	200	added ('OK')	image/svg+xml	etag:%22bf1-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-amazon.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-amazon.svg	(from https://livespot360.com/)
12:43:35	11831527/11831527	---M--	200	added ('OK')	image/png	etag:%22b488e7-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-home-who-we-are-4.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-home-who-we-are-4.png	(from https://livespot360.com/)
12:43:35	815/815	---M--	200	added ('OK')	image/svg+xml	etag:%2232f-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-netflix.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-netflix.svg	(from https://livespot360.com/)
12:43:35	2849/2849	---M--	200	added ('OK')	image/svg+xml	etag:%22b21-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-youtube.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-youtube.svg	(from https://livespot360.com/)
12:43:36	3092/3092	---M--	200	added ('OK')	image/svg+xml	etag:%22c14-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-microsoft.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-microsoft.svg	(from https://livespot360.com/)
12:43:36	882/882	---M--	200	added ('OK')	image/svg+xml	etag:%22372-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-fenty.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-fenty.svg	(from https://livespot360.com/)
12:43:36	52465/52465	---MCZ	200	added ('OK')	text/html	etag:%22e9f6aeaaeacddf01710061d5cb2d84ca%22	https://livespot360.com/projects/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/projects/index.html	(from https://livespot360.com/)
12:43:36	4846/4846	---M--	200	added ('OK')	image/svg+xml	etag:%2212ee-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-nickelodeon.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-nickelodeon.svg	(from https://livespot360.com/)
12:43:36	5498/5498	---M--	200	added ('OK')	image/png	etag:%22157a-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-lagos-state-government.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-lagos-state-government.png	(from https://livespot360.com/)
12:43:37	2779/2779	---M--	200	added ('OK')	image/png	etag:%22adb-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-td-africa.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-td-africa.png	(from https://livespot360.com/)
12:43:37	2436/2436	---M--	200	added ('OK')	image/png	etag:%22984-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-gtco-fshn-wknd.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-gtco-fshn-wknd.png	(from https://livespot360.com/)
12:43:37	35371/35371	---MCZ	200	added ('OK')	text/html	etag:%22c7c07e3d0247cb61e0519c59a8ca7fd8%22	https://livespot360.com/team/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/team/index.html	(from https://livespot360.com/)
12:43:37	1909/1909	---M--	200	added ('OK')	image/png	etag:%22775-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-nnpc.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-nnpc.png	(from https://livespot360.com/)
12:43:37	5372/5372	---M--	200	added ('OK')	image/png	etag:%2214fc-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-federal-government-nigeria.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-federal-government-nigeria.png	(from https://livespot360.com/)
12:43:37	3822/3822	---M--	200	added ('OK')	image/png	etag:%22eee-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-stanbic-ibtc.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-stanbic-ibtc.png	(from https://livespot360.com/)
12:43:38	12215/12215	---M--	200	added ('OK')	image/svg+xml	etag:%222fb7-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-uba.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-uba.svg	(from https://livespot360.com/)
12:43:38	6951/6951	---M--	200	added ('OK')	image/svg+xml	etag:%221b27-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-heineken.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-heineken.svg	(from https://livespot360.com/)
12:43:38	44623/44623	---MCZ	200	added ('OK')	text/html	etag:%224d5e0a1f9240d48933a4a5ea563e0ed5%22	https://livespot360.com/blog/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/blog/index.html	(from https://livespot360.com/)
12:43:38	3609/3609	---M--	200	added ('OK')	image/svg+xml	etag:%22e19-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-schweppes.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-schweppes.svg	(from https://livespot360.com/)
12:43:38	7972/7972	---M--	200	added ('OK')	image/svg+xml	etag:%221f24-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-big-brother.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-big-brother.svg	(from https://livespot360.com/)
12:43:38	1335/1335	---M--	200	added ('OK')	image/svg+xml	etag:%22537-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-viacom.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-viacom.svg	(from https://livespot360.com/)
12:43:39	2279/2279	---M--	200	added ('OK')	image/svg+xml	etag:%228e7-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-nestle.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-nestle.svg	(from https://livespot360.com/)
12:43:39	5115/5115	---M--	200	added ('OK')	image/svg+xml	etag:%2213fb-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-coca-cola.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-coca-cola.svg	(from https://livespot360.com/)
12:43:39	33297/33297	---MCZ	200	added ('OK')	text/html	etag:%224442b996b67a7dbb66dc7f8b06cfebdf%22	https://livespot360.com/careers/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/careers/index.html	(from https://livespot360.com/)
12:43:39	4105/4105	---M--	200	added ('OK')	image/svg+xml	etag:%221009-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-home-access.svg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-home-access.svg	(from https://livespot360.com/)
12:43:40	1336828/1336828	---M--	200	added ('OK')	image/png	etag:%221465fc-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-home-who-we-are-2-.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-home-who-we-are-2-.png	(from https://livespot360.com/)
12:43:40	1140805/1140805	---M--	200	added ('OK')	image/jpeg	etag:%22116845-619c1082b3998%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-last-one-laughing-naija-lol.jpg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-last-one-laughing-naija-lol.jpg	(from https://livespot360.com/)
12:43:40	9159526/9159526	---M--	200	added ('OK')	video/mp4	etag:%228bc366-618547bd2dc80%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-last-one-laughing-naija-lol-featured-works.mp4	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-last-one-laughing-naija-lol-featured-works.mp4	(from https://livespot360.com/)
12:43:40	1667663/1667663	---M--	200	added ('OK')	image/jpeg	etag:%2219724f-61a2e74fbe2a7%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-the-real-housewives-of-lagos-rhol-min-scaled.jpg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-the-real-housewives-of-lagos-rhol-min-scaled.jpg	(from https://livespot360.com/)
12:43:40	144656/144656	---M--	200	added ('OK')	image/png	etag:%2223510-619a4ca22e853%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-last-one-laughing-naija-ewl.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-last-one-laughing-naija-ewl.png	(from https://livespot360.com/)
12:43:41	35047/35047	---MCZ	200	added ('OK')	text/html	etag:%22d3c497cbdef3b5f5478e5c09b8ce911a%22	https://livespot360.com/projects/the-real-housewives-of-lagos-season-1/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/projects/the-real-housewives-of-lagos-season-1/index.html	(from https://livespot360.com/)
12:43:41	35642/35642	---MCZ	200	added ('OK')	text/html	etag:%22feb15a2ccc0577f5e630379263d144f9%22	https://livespot360.com/projects/last-one-laughing/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/projects/last-one-laughing/index.html	(from https://livespot360.com/)
12:43:41	38947/38947	---MCZ	200	added ('OK')	text/html	etag:%220122b82111af73ad3386803a3d5413e2%22	https://livespot360.com/projects/entertainment-week-lagos/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/projects/entertainment-week-lagos/index.html	(from https://livespot360.com/)
12:43:41	3956909/3956909	---M--	200	added ('OK')	video/quicktime	etag:%223c60ad-62ddf0e96112a%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-entertainment-week-lagos-img-8189.mov	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-entertainment-week-lagos-img-8189.qt	(from https://livespot360.com/)
12:43:41	1714714/1714714	---M--	200	added ('OK')	image/jpeg	etag:%221a2a1a-619ab86f6bd3c%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-fuze-talent-show-fuze-cover.jpg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-fuze-talent-show-fuze-cover.jpg	(from https://livespot360.com/)
12:43:41	73205/73205	---M--	200	added ('OK')	image/png	etag:%2211df5-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-3.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-3.png	(from https://livespot360.com/)
12:43:42	10248752/10248752	---M--	200	added ('OK')	video/mp4	etag:%229c6230-618547bf16100%22	https://livespot360.com/wp-content/uploads/2024/04/livespot-fuze-talent-hunt-fuze-talent-show-featured-works.mp4	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/04/livespot-fuze-talent-hunt-fuze-talent-show-featured-works.mp4	(from https://livespot360.com/)
12:43:42	78158/78158	---M--	200	added ('OK')	image/png	etag:%221314e-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-1.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-1.png	(from https://livespot360.com/)
12:43:42	3542451/3542451	---M--	200	added ('OK')	video/mp4	etag:%22360db3-61a2eb03eb18b%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-the-real-housewives-of-lagos-rhol-s2-2mins-highlight-2.mp4	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-the-real-housewives-of-lagos-rhol-s2-2mins-highlight-2.mp4	(from https://livespot360.com/)
12:43:42	74978/74978	---M--	200	added ('OK')	image/png	etag:%22124e2-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-2.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-2.png	(from https://livespot360.com/)
12:43:42	72777/72777	---M--	200	added ('OK')	image/png	etag:%2211c49-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-4.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-4.png	(from https://livespot360.com/)
12:43:42	73719/73719	---M--	200	added ('OK')	image/png	etag:%2211ff7-618547bc39a40%22	https://livespot360.com/wp-content/uploads/2023/11/livespot-5.png	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2023/11/livespot-5.png	(from https://livespot360.com/)
12:43:42	33031/33031	---MCZ	200	added ('OK')	text/html	etag:%221a9fd4b15c4afcd88f11508ff52d04e8%22	https://livespot360.com/projects/fuze-talent-hunt/	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/projects/fuze-talent-hunt/index.html	(from https://livespot360.com/)
12:43:42	374309/374309	---M--	200	added ('OK')	image/jpeg	etag:%225b625-62ecab8fdf3bc%22	https://livespot360.com/wp-content/uploads/2025/02/livespot-home-awards-lsp.jpg?3	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2025/02/livespot-home-awards-lspeccb.jpg	(from https://livespot360.com/)
12:43:43	88609/88609	---M--	200	added ('OK')	image/jpeg	etag:%2215a21-6192005f3dbdb%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-1.jpg?3	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-1eccb.jpg	(from https://livespot360.com/)
12:43:43	27047/27047	---M--	200	added ('OK')	image/jpeg	etag:%2269a7-6192007a04ad6%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-2.jpg?3	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-2eccb.jpg	(from https://livespot360.com/)
12:43:43	21966/21966	---M--	200	added ('OK')	image/jpeg	etag:%2255ce-6192009311b4d%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-3.jpg?3	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-3eccb.jpg	(from https://livespot360.com/)
12:43:43	22223/22223	---M--	200	added ('OK')	image/jpeg	etag:%2256cf-619200af0762c%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-4.jpg?3	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-4eccb.jpg	(from https://livespot360.com/)
12:43:44	28919/28919	---M--	200	added ('OK')	image/jpeg	etag:%2270f7-619200c97a176%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-5.jpg?3	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-5eccb.jpg	(from https://livespot360.com/)
12:43:44	427651/427651	---M--	200	added ('OK')	image/jpeg	etag:%2268683-61892ca80e280%22	https://livespot360.com/wp-content/uploads/2024/05/livespot-home-1.jpeg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/05/livespot-home-1.jpg	(from https://livespot360.com/)
12:43:44	140041/140041	---M--	200	added ('OK')	image/jpeg	etag:%2222309-618547be21ec0%22	https://livespot360.com/wp-content/uploads/2024/03/livespot-1.jpeg	C:/Users/aldor/OneDrive/Documentos/livespot360/livespot360/livespot360.com/wp-content/uploads/2024/03/livespot-1.jpg	(from https://livespot360.com/)
